37345447942b202d5f330210b7514e46|Das Rindfleischetikettierungsüberwachungsaufgabenübertragungsgesetz wurde unter geändertem Namen verabschiedet.|das rindfleischetikettierungsüberwachungsaufgabenübertragungsgesetz wurde unter geändertem namen verabschiedet.
09c244f7b90973fb35ad721dea8892e0|"Dick sagt: """"Ich kann schwimmen."|"dick sagt: """"ich kann schwimmen."
3ce6d8191e61a3006ba2e94abdf87d23|Trotzdem irrst du dich.|trotzdem irrst du dich.
28ea601148433a726b8bffc8f59fdfc6|Es ist sehr nett von dir, mir so ein schönes Geschenk zu schicken.|es ist sehr nett von dir, mir so ein schönes geschenk zu schicken.
b4f1ad7a1f7a78c9d51d35f973ee43a1|Man sagt, sie sei die beste Tennisspielerin Frankreichs.|man sagt, sie sei die beste tennisspielerin frankreichs.
d67d0e97e61b9a8cf9874861b61c1950|Er zeigte gute Umgangsformen, als er einem alten Menschen den Platz überließ.|er zeigte gute umgangsformen, als er einem alten menschen den platz überließ.
380bbebea0c05b5c459a788ec033c2f9|Wenn ich mich verspäte, rufe ich an.|wenn ich mich verspäte, rufe ich an.
30bd861f08d477a0deaf281dbe6b6e94|Wo ist meine Uhr?|wo ist meine uhr?
67ba03885394ec4e303e8bf3255c482c|Fische können außerhalb des Wassers nicht leben.|fische können außerhalb des wassers nicht leben.
6b6a97de470e88a734d6c16de5750119|Kühe sind nützliche Tiere.|kühe sind nützliche tiere.
abab621beb8b04806e1a33164b73b1be|Die Arztrechnung geht wirklich an unser Erspartes.|die arztrechnung geht wirklich an unser erspartes.
4b0550e3e32bf23366c44e0858da5505|Er dachte daran, sie zu heiraten, doch dann überlegte er es sich noch einmal und entschied sich dagegen.|er dachte daran, sie zu heiraten, doch dann überlegte er es sich noch einmal und entschied sich dagegen.
d50a85a9713bd77f70dd0fec56a1b0ea|Sie geht selten, wenn überhaupt, alleine ins Kino.|sie geht selten, wenn überhaupt, alleine ins kino.
b42357bfae66c7a67a9982fc3723a8a7|Nachdem ich zwei Flaschen Alchermes getrunken hatte, habe ich den Teppich meiner Eltern vollgekotzt.|nachdem ich zwei flaschen alchermes getrunken hatte, habe ich den teppich meiner eltern vollgekotzt.
0a56ddef6b87c560966a04c1731ab5a9|Langes Üben ermöglichte es ihm, fließend Englisch zu sprechen.|langes üben ermöglichte es ihm, fließend englisch zu sprechen.
abd2dbd0d9618bc4ea0249c982e598b9|Menschen leben nicht, um zu essen, sondern essen, um zu leben.|menschen leben nicht, um zu essen, sondern essen, um zu leben.
08b6f878007b39e9120c6fd440891d86|Aber ich glaube nicht, dass das Schwimmbad dieses Wochenende offen ist.|aber ich glaube nicht, dass das schwimmbad dieses wochenende offen ist.
c92a71437f25747a9bac0f0de54d4a6f|Die Organisation versorgte die Flüchtlinge mit Nahrung.|die organisation versorgte die flüchtlinge mit nahrung.
388fe92011724c211af586697fd01259|Die Relativitätstheorie ist sogar für Menschen, die sich gut in den Wissenschaften auskennen, schwer verständlich.|die relativitätstheorie ist sogar für menschen, die sich gut in den wissenschaften auskennen, schwer verständlich.
3089cdb2f174a358f8fe2c10aba4b340|Es regnet heftig.|es regnet heftig.
6f04b5c3b6c2c2d92c36bb0e9f47266a|Was für eine Wasserverschwendung!|was für eine wasserverschwendung!
b4b2452b6e23530c6374f1808edb3fc2|Die ältesten Glasgefäße scheinen zur Zeit Amenophis II., des ägyptischen Pharaos der 18. Dynastie, hergestellt worden zu sein.|die ältesten glasgefäße scheinen zur zeit amenophis ii., des ägyptischen pharaos der 18. dynastie, hergestellt worden zu sein.
660d6c5197d05b937ebafce6e307e89d|Wir müssen morgen früh aufbrechen.|wir müssen morgen früh aufbrechen.
941a4aa50ff7f671bac463e08ce6ba7f|Ich habe vergessen, eine Briefmarke auf den Umschlag zu kleben.|ich habe vergessen, eine briefmarke auf den umschlag zu kleben.
1b38b5492797d771ccea03a5cab3ba72|Die Zentralbank der Vereinigten Staaten hat den Zinssatz gesenkt.|die zentralbank der vereinigten staaten hat den zinssatz gesenkt.
fcc62c8d0010ff9ec6ee54b4ea2239cd|Die Regierungschefs von sieben Ländern nahmen an der Konferenz teil.|die regierungschefs von sieben ländern nahmen an der konferenz teil.
913d0c171af08c1b433023382a0a2fa3|Die Piraten vergruben den Schatz in der Erde.|die piraten vergruben den schatz in der erde.
052562863dfb835d7490393a024d7b15|Wir haben aufmerksam hingeschaut, aber nichts gesehen.|wir haben aufmerksam hingeschaut, aber nichts gesehen.
f6689963c2141c46e10ccfdcb2053d07|Ich bin mit ihnen gegangen, um sie durch Nagasaki zu führen.|ich bin mit ihnen gegangen, um sie durch nagasaki zu führen.
4e754536199e299456e37db38eadf75d|Indem ich diesen Vertrag unterschrieben habe, habe ich mich verpflichtet, 5 Jahre lang dort zu arbeiten.|indem ich diesen vertrag unterschrieben habe, habe ich mich verpflichtet, 5 jahre lang dort zu arbeiten.
c78f526516f64668b483325faac040c8|Ken und Meg sind beide meine Freunde.|ken und meg sind beide meine freunde.
76e076712e491148f6980a23a5e553f8|Wenn man ins Ausland geht, ist es nützlich, zumindest ein paar Höflichkeitsformeln in der Sprache vor Ort zu lernen.|wenn man ins ausland geht, ist es nützlich, zumindest ein paar höflichkeitsformeln in der sprache vor ort zu lernen.
e471877659b10fec66555c51f23a204b|Wie wäre es, wenn wir eine Spazierfahrt machen würden?|wie wäre es, wenn wir eine spazierfahrt machen würden?
a8527d214baec95cfced0f4e852bb9a5|Hast du von dem Brand gestern gehört?|hast du von dem brand gestern gehört?
a7e8cdec240cec71f2dc320797f3c2cd|Danach gingen wir nach Kyoto, wo wir eine Woche blieben.|danach gingen wir nach kyoto, wo wir eine woche blieben.
bf44e56197fe12c959f3266c96eb5e25|Soweit ich weiß, ist er eine vertrauenswürdige Person.|soweit ich weiß, ist er eine vertrauenswürdige person.
8496e7a4e489feb52d026ebc4c20b045|Er redet als wäre er ein Experte.|er redet als wäre er ein experte.
500aa7551131fceafcc1a39bfe667113|"Während meiner Mittelschulzeit sagte mein im Krankenhaus liegender Großvater häufig zur Krankenschwester: """"Vielen Dank, Sie helfen mir sehr"""", was mich sehr beeindruckt hat."|"während meiner mittelschulzeit sagte mein im krankenhaus liegender großvater häufig zur krankenschwester: """"vielen dank, sie helfen mir sehr"""", was mich sehr beeindruckt hat."
327f7586779dce09ffa878c4f29c2040|Buddha bewunderte die Bemühungen des Hasen, hob ihn empor bis zum Mond und verewigte dort seine Gestalt.|buddha bewunderte die bemühungen des hasen, hob ihn empor bis zum mond und verewigte dort seine gestalt.
de1f58492732b0176ecedd6f3e0213a2|Da er oft lügt, kann man sich nicht auf ihn verlassen.|da er oft lügt, kann man sich nicht auf ihn verlassen.
9720d66eb30d0d9092806bbed08a905a|Du solltest besser kein Leitungswasser trinken.|du solltest besser kein leitungswasser trinken.
eea6caae7db96b6f5df5a7af2a87599e|Kleine Mengen an Alkohol lassen Körper und Geist sich entspannen und verbessern die Blutzirkulation.|kleine mengen an alkohol lassen körper und geist sich entspannen und verbessern die blutzirkulation.
8dfa49cf0914586fb94a56e0c6f363ae|Ich kann es mir leisten, eins zu kaufen, aber nicht beide.|ich kann es mir leisten, eins zu kaufen, aber nicht beide.
d6a093863985f94a3df8e0a83324f459|Heute ist Feiertag.|heute ist feiertag.
8e440dff5a505430aabc4198c0bc84e2|Sie haben gleichzeitig angefangen.|sie haben gleichzeitig angefangen.
8148dfa4a0cff5df2f19a39932e9e889|Karotten enthalten viel Vitamin A.|karotten enthalten viel vitamin a.
735aa6fa7ad966f2c97be08a45e3c934|Wir haben zwei Katzen; die eine ist weiß und die andere schwarz.|wir haben zwei katzen; die eine ist weiß und die andere schwarz.
7f279f9a739c95a43b6989fe8aaa0c7d|Ich weiß, du denkst, du hättest verstanden, was du dachtest, was ich gesagt hätte, aber ich bin nicht sicher, ob dir klar ist, dass das, was du gehört hast, nicht das ist, was ich gemeint habe.|ich weiß, du denkst, du hättest verstanden, was du dachtest, was ich gesagt hätte, aber ich bin nicht sicher, ob dir klar ist, dass das, was du gehört hast, nicht das ist, was ich gemeint habe.
4805305eb18cfd42fdbf75faec66b924|Man trifft nur selten zufällig eine Berühmtheit.|man trifft nur selten zufällig eine berühmtheit.
652d747a896cc95365de5080c53feebc|Ein Spatz in der Hand ist besser als eine Taube auf dem Dach.|ein spatz in der hand ist besser als eine taube auf dem dach.
1931aecdddfdfbbd7c9908978167f742|Warum bestehst du darauf, selbst die Studiengebühren zu bezahlen, obwohl deine Eltern dich gerne finanziell unterstützen würden?|warum bestehst du darauf, selbst die studiengebühren zu bezahlen, obwohl deine eltern dich gerne finanziell unterstützen würden?
0ad2cfcbb50fb0f943159d3c16810ec0|Ich helfe dir gerne.|ich helfe dir gerne.
b231162e6dcd542e9640a611c691c4b6|Wie viele Zeitschriften befinden sich auf dem Tisch?|wie viele zeitschriften befinden sich auf dem tisch?
b87500b2353cf82e3f89cab1d5b4a62a|Er muss zwei naturwissenschaftliche Fächer belegen.|er muss zwei naturwissenschaftliche fächer belegen.
36781a95d99daae55847b497872daa11|Ken, ein Masterstudent, ging letztes Jahr nach Amerika.|ken, ein masterstudent, ging letztes jahr nach amerika.
9a4ecee6ed7904f587a46ec9de2c66a2|Wieso erzählst du mir plötzlich von Nilpferden? Ich sehe den Zusammenhang zwischen ihnen und deinen zwölf Goldfischen nicht.|wieso erzählst du mir plötzlich von nilpferden? ich sehe den zusammenhang zwischen ihnen und deinen zwölf goldfischen nicht.
40295ba6a9032404a817a0483b1a0d81|Wird in Mexiko Spanisch gesprochen?|wird in mexiko spanisch gesprochen?
59a522a51400c5aeabb989d04686aeac|Handle so, dass du die Menschheit sowohl in deiner Person, als in der Person eines jeden anderen jederzeit zugleich als Zweck, niemals bloß als Mittel brauchst.|handle so, dass du die menschheit sowohl in deiner person, als in der person eines jeden anderen jederzeit zugleich als zweck, niemals bloß als mittel brauchst.
3f07dd6ada684079c7b0a36853696c87|Ich meine, es wird regnen.|ich meine, es wird regnen.
8544fb55454ea095b40635b07107fda7|Wenn du nicht hingehst, gehe ich auch nicht hin.|wenn du nicht hingehst, gehe ich auch nicht hin.
200997595859a5b212bfeae235755944|Wir haben stundenlang darauf gewartet, dass du auftauchst.|wir haben stundenlang darauf gewartet, dass du auftauchst.
40192ec47ea4aac6dcbf13370835c019|Die Bibel trägt uns auf, sowohl unsere Nachbarn, als auch unsere Feinde zu lieben; wahrscheinlich, weil es sich im Allgemeinen um die gleichen Personen handelt.|die bibel trägt uns auf, sowohl unsere nachbarn, als auch unsere feinde zu lieben; wahrscheinlich, weil es sich im allgemeinen um die gleichen personen handelt.
83719a009f6cb0400607246bc26e8283|Du kannst einladen, wen du willst.|du kannst einladen, wen du willst.
71d492660cfd8cecc82115215df33382|Was machst du lieber, ins Kino gehen oder zu Hause bleiben?|was machst du lieber, ins kino gehen oder zu hause bleiben?
bc5ba8edaa4815f6b7b608bada33019b|Ich habe ihn vorgestern getroffen.|ich habe ihn vorgestern getroffen.
5fcc8ad0c2ebdfb74c0108bd93aa587a|Die Sitten und Gebräuche eines Landes spiegeln seine Kultur wider.|die sitten und gebräuche eines landes spiegeln seine kultur wider.
6ed48c50680e0b16680912fad76a7913|Kräht der Hahn früh auf dem Mist, ändert sich's Wetter, oder es bleibt wie es ist.|kräht der hahn früh auf dem mist, ändert sich's wetter, oder es bleibt wie es ist.
c0c3727474073dacbd1891cc360ca3b4|So tötete er den großen Bären.|so tötete er den großen bären.
ad64f74c37d916b3478446de75d44a4f|Jeff scheint zu wissen, wo sie ist.|jeff scheint zu wissen, wo sie ist.
4d12f9c0e128e3b0c3b86e685d054a4c|Sie ist als Sängerin berühmt, aber als Dichterin ist sie unbekannt.|sie ist als sängerin berühmt, aber als dichterin ist sie unbekannt.
8b144ba98acff22c1a32041d3e2b630f|"Sie war da für die Busse in Montgomery, die Wasserschläuche in Birmingham, eine Brücke in Selma, und da gab es einen Prediger aus Atlanta, der einem Volk gesagt hat """"Wir werden siegen"""". Ja, wir können."|"sie war da für die busse in montgomery, die wasserschläuche in birmingham, eine brücke in selma, und da gab es einen prediger aus atlanta, der einem volk gesagt hat """"wir werden siegen"""". ja, wir können."
e61bcd912cc91a55e489caf0d6c627b9|Ich werde ihn als Vorsitzenden vorschlagen, ob es dir gefällt oder nicht.|ich werde ihn als vorsitzenden vorschlagen, ob es dir gefällt oder nicht.
c12cb70bcdf46ada6da91d2d9cec0065|Der dickste Muskel des menschlichen Körpers ist der große Gesäßmuskel.|der dickste muskel des menschlichen körpers ist der große gesäßmuskel.
652f3147b41241e92a52e92183e86925|Wir waren sehr müde.|wir waren sehr müde.
593a71bf3442f268ab0b5436dc58b89c|Man isst, um zu leben, und lebt nicht, um zu essen.|man isst, um zu leben, und lebt nicht, um zu essen.
b5b3179328b0d8dce2aea83d5ce5239b|"Mit der erstmaligen Wahl einer Frau in das Amt des Bundeskanzlers wurde das Wort """"Bundeskanzlerin“ von der Gesellschaft für deutsche Sprache zum Wort des Jahres 2005 gekürt."|"mit der erstmaligen wahl einer frau in das amt des bundeskanzlers wurde das wort """"bundeskanzlerin“ von der gesellschaft für deutsche sprache zum wort des jahres 2005 gekürt."
b796f548dc7aaff6b6307943fb6fce58|Im Kommunismus sind die Produktionsmittel Staatseigentum.|im kommunismus sind die produktionsmittel staatseigentum.
c442ee03f2d171ddfc1931502b572744|Da wir uns wegen eines Verkehrsstaus verspätet hatten, mussten wir uns beeilen.|da wir uns wegen eines verkehrsstaus verspätet hatten, mussten wir uns beeilen.
f8dc64f9cda2a7f474cc1d710444710e|Da er sehr erschöpft war, schlief er sofort ein.|da er sehr erschöpft war, schlief er sofort ein.
a44f9deda95e9267bc6f0a43e552fa04|Er versuchte, eine Konfrontation mit seinem Vorgesetzten zu vermeiden.|er versuchte, eine konfrontation mit seinem vorgesetzten zu vermeiden.
7bcfd108ca33d64ddf120d8e404e2437|Er zeigte außergewöhnliche Fähigkeiten beim Baseball.|er zeigte außergewöhnliche fähigkeiten beim baseball.
5e1c8c267fdd578d6068a681184324ee|Diese Wochenzeitschrift erscheint einmal pro Woche.|diese wochenzeitschrift erscheint einmal pro woche.
5f824ce174c67886c4cbea880e1793e4|Wenn man Müll auf die Straße wirft, muss man bis zu 500 Dollar Strafe bezahlen.|wenn man müll auf die straße wirft, muss man bis zu 500 dollar strafe bezahlen.
7f205b545567d2320689e60efb06471a|Der linke Radikalismus ist die Kinderkrankheit im Kommunismus.|der linke radikalismus ist die kinderkrankheit im kommunismus.
033e1a3c5279f065a7581c595da39c29|Die „Satanischen Verse“ von Salman Rushdie werden als ein Meisterwerk der neuzeitlichen Literatur angesehen.|die „satanischen verse“ von salman rushdie werden als ein meisterwerk der neuzeitlichen literatur angesehen.
e623cdce01b9d08d6daa9965cc5ec89c|Vom Erhabenen zum Lächerlichen ist nur ein Schritt.|vom erhabenen zum lächerlichen ist nur ein schritt.
98bd48829bfeb4ccb19935b95be88126|Der Teich ist sehr tief.|der teich ist sehr tief.
cdc5357ba23ee7460c3d55e2646a670a|Dutzende Jugendlicher nahmen an der Demonstration teil.|dutzende jugendlicher nahmen an der demonstration teil.
668c52cfb8e83999279a57f28fd215e5|Ich hatte gehört, dass ein schwuler Priester zum Bischof befördert worden war, aber es stellte sich als eine falsche Nachricht heraus.|ich hatte gehört, dass ein schwuler priester zum bischof befördert worden war, aber es stellte sich als eine falsche nachricht heraus.
36e2e429913beee335ba6a491fd8fb99|Tom hat gestern ferngesehen.|tom hat gestern ferngesehen.
e999631254bfdc8009bdb17a2e77db32|Es ist schwierig, es auf dem Landweg zu transportieren, aber einfach, es auf dem Seeweg zu transportieren.|es ist schwierig, es auf dem landweg zu transportieren, aber einfach, es auf dem seeweg zu transportieren.
495629d1102d6992f3194f59a187c79b|Rück' ein wenig!|rück' ein wenig!
e63d96f3ff0c565695ae5a0ede4e0167|Ich kann nicht weg.|ich kann nicht weg.
6585acc749329ec96515bbf7b7d67b72|Wale ernähren sich von Plankton und kleinen Fischen.|wale ernähren sich von plankton und kleinen fischen.
42684f7b52e3a277cd69b039bc72d6aa|Wir finden, dass Venedig eine faszinierende Stadt ist.|wir finden, dass venedig eine faszinierende stadt ist.
0f17ef654fc8fabaf584f43241714703|Die Website ist schon in 7 Sprachen verfügbar und wir hoffen, dass wir in den nächsten Wochen neue Optionen einführen können.|die website ist schon in 7 sprachen verfügbar und wir hoffen, dass wir in den nächsten wochen neue optionen einführen können.
811435300b62aa857578b9bd60c21bd0|Die Gesundheitsministerin bestätigte heute, dass ihr Ministerium seit 2002 kontinuierlich gewachsen sei.|die gesundheitsministerin bestätigte heute, dass ihr ministerium seit 2002 kontinuierlich gewachsen sei.
cb369bf6bc8f6af4761ebfeba1babf2f|Er arbeitet als Nachrichtensprecher beim Fernsehen.|er arbeitet als nachrichtensprecher beim fernsehen.
93c1ee442ca542a843f6919cb13f5389|Das ist nicht fair.|das ist nicht fair.
1096fb94cd090c391014d30d76e9a7d2|Der Einsame erfreut sich am Beobachten von Ameisen.|der einsame erfreut sich am beobachten von ameisen.
cf782ae9654970f85a914b273b39b81a|Eine Achse ist eine gedachte gerade Linie, um die ein Himmelskörper rotiert.|eine achse ist eine gedachte gerade linie, um die ein himmelskörper rotiert.
b45c836b3da36c59afbfad57a8d5ab38|Das ist bitterer Ernst.|das ist bitterer ernst.
82a050d2a65e0030aa4c6985421d3369|Kirschen sind rot.|kirschen sind rot.
e291ee69d05ff142ea148acfad471172|Es gibt viele verschiedene Formulierungen, die ein Hörensagen ausdrücken.|es gibt viele verschiedene formulierungen, die ein hörensagen ausdrücken.
